,runid,N,E,m,B,H,rocauc,entropy,ccm,ccM,bias1,bias2,bias1_towards,bias2_towards,pseeds,crawled,supernode,pseeds_,ntours,mean_length_tour,min_length_tour,max_length_tour,mean_length_tour_0,mean_length_tour_1,b0,b1,h00,h11,h01,h10,B0,B1,H00,H11,H01,H10,h,precise_pseeds
61,1,2000,39600,20,0.1,0.7,0.8912848158131178,0.2515979454688052,0.07407407407407407,0.9398023360287511,0.07306025994486018,-0.8538794801102796,majority,majority,0.4,552,200,,100,10.35,1,57,10.428571428571429,9.555555555555555,0.91,0.09,0.01,0.89,0.02,0.07,0.9,0.1,0.02,0.87,0.03,0.08,0.89,0.38
62,1,2000,78400,40,0.3,0.3,0.9999552078356426,0.011268863308923443,0.9835164835164835,0.9978260869565218,0.4963889123331605,-0.007222175333679002,unbiased,unbiased,0.4,516,200,,100,9.44,1,49,8.791044776119403,10.757575757575758,0.67,0.33,0.08,0.26,0.42,0.24,0.7,0.3,0.06,0.3,0.4,0.24,0.36,0.36
63,1,2000,78400,40,0.5,0.3,1.0,0.00047197107021208925,0.99836867862969,1.0,0.49959183673469393,-0.0008163265306122536,unbiased,unbiased,0.4,541,200,,100,9.92,1,90,7.680851063829787,11.90566037735849,0.48,0.52,0.14,0.17,0.35,0.33,0.5,0.5,0.15,0.16,0.34,0.35,0.31,0.37
64,1,2000,78399,40,0.5,0.9,0.9999999999999999,-5.038027731437238e-06,1.0,1.0,0.5,0.0,unbiased,unbiased,0.4,619,200,,100,11.45,1,69,10.942307692307692,12.0,0.51,0.49,0.43,0.45,0.06,0.07,0.5,0.5,0.44,0.45,0.05,0.06,0.89,0.41
65,1,2000,7904,4,0.1,0.0,1.0,-7.513932234190935e-07,1.0,1.0,0.5,0.0,unbiased,unbiased,0.3,376,200,,100,11.06,1,68,11.47191011235955,7.7272727272727275,0.84,0.16,0.0,0.0,0.87,0.13,0.9,0.1,0.0,0.0,0.9,0.1,0.0,0.29
66,1,2000,39600,20,0.3,0.9,1.0,7.4107653172560484e-06,1.0,1.0,0.5,0.0,unbiased,unbiased,0.4,538,200,,100,10.14,1,53,10.928571428571429,8.3,0.69,0.31,0.2,0.68,0.03,0.09,0.7,0.3,0.22,0.67,0.03,0.08,0.89,0.37
67,1,2000,39600,20,0.1,0.5,0.5093419566779591,0.34819534107717287,0.19117647058823528,0.8726003490401396,0.17971483027334798,-0.6405703394533041,majority,majority,0.4,518,200,,100,10.38,1,41,10.395348837209303,10.285714285714286,0.91,0.09,0.85,0.01,0.08,0.07,0.9,0.1,0.82,0.01,0.09,0.08,0.83,0.36
68,1,2000,39600,20,0.3,0.7,0.9647020479113476,0.34617493543864775,0.324390243902439,0.7594654788418709,0.2992928275371252,-0.40141434492574946,majority,majority,0.3,492,200,,100,9.43,1,44,10.115942028985508,7.903225806451613,0.73,0.27,0.64,0.11,0.15,0.09,0.7,0.3,0.6,0.13,0.17,0.1,0.73,0.35
69,1,2000,7984,4,0.3,0.9,0.9985048607929964,0.027644019303715767,0.9322033898305084,0.9774774774774775,0.4881461639947227,-0.02370767201055454,unbiased,unbiased,0.4,558,200,,100,12.32,1,54,12.136363636363637,12.676470588235293,0.68,0.32,0.26,0.63,0.04,0.07,0.7,0.3,0.24,0.66,0.04,0.06,0.9,0.38
70,1,2000,7984,4,0.3,0.5,0.4838211845102506,0.359124168731498,0.38041002277904323,0.61,0.384093470411003,-0.23181305917799402,majority,majority,0.3,361,200,,100,7.95,1,40,8.025974025974026,7.695652173913044,0.71,0.29,0.5,0.09,0.2,0.21,0.7,0.3,0.5,0.09,0.21,0.2,0.59,0.28
71,1,2000,39600,20,0.5,0.8,1.0,0.0005077122935442012,0.9982876712328768,0.9983388704318937,0.4999871785739725,-2.564285205498765e-05,unbiased,unbiased,0.4,614,200,,100,12.08,1,63,11.953488372093023,12.175438596491228,0.49,0.51,0.36,0.42,0.11,0.11,0.5,0.5,0.39,0.4,0.1,0.11,0.79,0.41
72,1,2000,7984,4,0.1,0.9,0.963366788321168,0.13929081160734844,0.416058394160584,0.9641666666666666,0.30144242846251146,-0.39711514307497714,majority,majority,0.3,463,200,,100,9.94,1,37,10.16304347826087,7.375,0.9,0.1,0.03,0.9,0.01,0.06,0.9,0.1,0.04,0.89,0.01,0.06,0.93,0.33
73,1,2000,39600,20,0.5,0.1,1.0,-5.074813737114391e-06,1.0,1.0,0.5,0.0,unbiased,unbiased,0.4,665,200,,100,12.73,1,65,11.061224489795919,14.333333333333334,0.51,0.49,0.05,0.06,0.45,0.44,0.5,0.5,0.05,0.05,0.45,0.45,0.1,0.43
74,1,2000,39600,20,0.3,0.7,0.9844233798685427,0.3886087648871447,0.29756097560975614,0.8452115812917594,0.2603851254676219,-0.4792297490647564,majority,majority,0.3,492,200,,100,9.37,1,55,7.6,12.657142857142857,0.73,0.27,0.63,0.11,0.16,0.09,0.7,0.3,0.6,0.14,0.16,0.1,0.74,0.35
75,1,2000,7984,4,0.1,0.3,0.8361425576519916,0.1241323337291986,0.44339622641509435,0.8906666666666667,0.332365309547606,-0.335269380904788,majority,majority,0.4,569,200,,100,13.0,1,60,13.208791208791208,10.88888888888889,0.88,0.12,0.55,0.01,0.1,0.33,0.9,0.1,0.59,0.01,0.09,0.31,0.6,0.38
76,1,2000,78400,40,0.5,0.8,1.0,-5.381924723017377e-08,1.0,1.0,0.5,0.0,unbiased,unbiased,0.4,665,200,,100,12.11,1,75,14.763157894736842,10.483870967741936,0.52,0.48,0.43,0.35,0.12,0.11,0.5,0.5,0.4,0.39,0.11,0.1,0.79,0.43
77,1,2000,7984,4,0.5,0.8,0.983631532704045,0.11343095392533618,0.8180404354587869,0.8368580060422961,0.4943145844749118,-0.011370831050176488,unbiased,unbiased,0.3,495,200,,100,11.01,1,65,12.891304347826088,9.407407407407407,0.49,0.51,0.4,0.4,0.12,0.09,0.5,0.5,0.41,0.39,0.11,0.09,0.8,0.35
78,1,2000,78400,40,0.1,0.5,0.5012941471153043,0.5146150974470023,0.1694915254237288,0.8167487684729065,0.17185621645417448,-0.656287567091651,majority,majority,0.4,667,200,,100,12.68,1,116,11.337078651685394,23.545454545454547,0.91,0.09,0.01,0.8,0.1,0.08,0.9,0.1,0.01,0.81,0.09,0.09,0.8200000000000001,0.43
